Year,CountyCode,CountyName,CauseOfLossCode,CauseOfLossDescription,MonthOfLoss,MonthOfLossName,PoliciesEarningPremium,PoliciesIndemnified,NetPlantedAcres,Liability,TotalPremium,NetAcresLoss,Indemnity,IndemnityByPremium
2014,61,Placer                        ,13,Failure of Irrigation Supply,2,FEB,1,1,11.752,8816,1294,11.752,8816,6.81
2014,61,Placer                        ,13,Failure of Irrigation Supply,2,FEB,11,11,2328.948,1951321,197126,2328.948,1951321,9.9
2014,89,Shasta                        ,12,Heat,7,JUL,5,5,1505.75,1026175.1,28267.8,1505.75,308736.3,10.92
2014,89,Shasta                        ,13,Failure of Irrigation Supply,5,MAY,1,1,125,112194,2287,125,85801,37.52
2014,89,Shasta                        ,13,Failure of Irrigation Supply,8,AUG,1,1,238.3,161877.4,4429.6,238.3,67889.6,15.33
2014,89,Shasta                        ,93,Wildlife,8,AUG,2,2,16.95,15385.5,294.6,16.95,5129.1,17.41
2014,101,Sutter                        ,1,Decline in Price,11,NOV,3,3,264.7,314458,13905,264.7,12110,0.87
2014,101,Sutter                        ,12,Heat,6,JUN,1,1,241.7,213981,7900,241.7,25302,3.2
2014,101,Sutter                        ,12,Heat,7,JUL,3,3,289,311674,7858,289,48242,6.14
2014,101,Sutter                        ,12,Heat,8,AUG,4,4,547.1,763426,35130,547.1,104684,2.98
2014,101,Sutter                        ,13,Failure of Irrigation Supply,5,MAY,1,1,16.7,9534,540,16.7,9534,17.66
2014,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,2,2,160.2,195074,7478,160.2,195074,26.09
2014,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,10,10,3070.85,2452270,233065,3070.85,2452270,10.52
2014,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,1,1,383.1,257810,21693,383.1,257810,11.88
2014,101,Sutter                        ,13,Failure of Irrigation Supply,6,JUN,1,1,413.35,255175,24952,413.35,255175,10.23
2014,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,1,1,58.5,43009,3853,58.5,43009,11.16
2014,101,Sutter                        ,13,Failure of Irrigation Supply,6,JUN,22,22,3722.215,2843502,240350,3722.215,2843482,11.83
2014,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,5,5,442.335,83383,2308,442.335,83383,36.13
2014,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,1,1,81.2,50594,4970,81.2,50594,10.18
2014,101,Sutter                        ,13,Failure of Irrigation Supply,7,JUL,1,1,32.5,42871,1374,32.5,42871,31.2
2014,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,15,15,1565.76,943320,79603,1565.76,943320,11.85
2014,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,65,65,7643.5175,5583385,419876,7643.5175,5583385,13.3
2014,101,Sutter                        ,13,Failure of Irrigation Supply,5,MAY,2,2,1288.1,1002765,67575,1288.1,1002765,14.84
2014,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,1,1,18.35,15161,1456,18.35,15161,10.41
2014,101,Sutter                        ,13,Failure of Irrigation Supply,6,JUN,2,2,109,23451,619,109,23451,37.89
2014,101,Sutter                        ,14,Failure of Irrigation Equipment,3,MAR,1,1,307.5,236797,22898,307.5,236797,10.34
2014,101,Sutter                        ,61,Wind/Excess Wind,5,MAY,1,1,162.5,224984,10698,162.5,4840,0.45
2014,101,Sutter                        ,12,Heat,7,JUL,1,1,19,12728,578,19,834,1.44
2014,103,Tehama                        ,13,Failure of Irrigation Supply,2,FEB,1,1,89.1,100050,7691,89.1,100050,13.01
2014,103,Tehama                        ,13,Failure of Irrigation Supply,2,FEB,1,1,221.8,113261,11460,221.8,113261,9.88
2014,113,Yolo                          ,1,Decline in Price,11,NOV,1,1,78.84,122294.8,15107.2,78.84,37760.8,2.5
2014,113,Yolo                          ,12,Heat,8,AUG,3,3,598.2,788254,66053,598.2,28506,0.43
2014,113,Yolo                          ,13,Failure of Irrigation Supply,4,APR,1,1,118.26,183442.2,22660.8,118.26,56641.2,2.5
2014,113,Yolo                          ,13,Failure of Irrigation Supply,6,JUN,1,1,90.7,30375,4843,90.7,30375,6.27
2014,113,Yolo                          ,13,Failure of Irrigation Supply,3,MAR,2,2,176.8,124144,24670,176.8,124144,5.03
2014,113,Yolo                          ,13,Failure of Irrigation Supply,6,JUN,24,24,10207.9092,7213065,1133400,10207.9092,7213065,6.36
2014,113,Yolo                          ,13,Failure of Irrigation Supply,2,FEB,1,1,37.3,21258,3379,37.3,21258,6.29
2014,113,Yolo                          ,13,Failure of Irrigation Supply,2,FEB,8,8,905.9,511141,67901,905.9,511141,7.53
2014,113,Yolo                          ,13,Failure of Irrigation Supply,10,OCT,1,1,245.8,288550,41465,245.8,98584,2.38
2014,113,Yolo                          ,13,Failure of Irrigation Supply,3,MAR,1,1,124.5,106224,23856,124.5,106224,4.45
2014,115,Yuba                          ,12,Heat,7,JUL,1,1,22.3,16913,563,22.3,3340,5.93
2015,7,Butte                         ,13,Failure of Irrigation Supply,3,MAR,6,6,237.4875,142417.5,7693.1,237.4875,142417.5,18.51
2015,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,14,14,1595.3168,1004889.8,63562.2,1595.3168,1004889.8,15.81
2015,7,Butte                         ,13,Failure of Irrigation Supply,6,JUN,1,1,48.1,6836,97,48.1,6836,70.47
2015,7,Butte                         ,13,Failure of Irrigation Supply,7,JUL,1,1,68.8,76212,2592.5,116.4,-5457,-2.1
2015,7,Butte                         ,13,Failure of Irrigation Supply,4,APR,6,6,548.72,343233.1,18726.7,548.72,343233.1,18.33
2015,7,Butte                         ,13,Failure of Irrigation Supply,7,JUL,1,1,68.8,76212,2592.5,21.2,23484,9.06
2015,7,Butte                         ,13,Failure of Irrigation Supply,4,APR,5,5,147.7125,95605.5,4974.9,147.7125,95605.5,19.22
2015,7,Butte                         ,13,Failure of Irrigation Supply,3,MAR,41,41,4686.787,2954996.1,175206.1,4686.787,2954996.1,16.87
2015,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,5,5,796.2,364362,15867,796.2,364362,22.96
2015,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,55,55,5281.2795,2975935.8,155674.4,5281.2795,2975935.8,19.12
2015,7,Butte                         ,13,Failure of Irrigation Supply,5,MAY,1,1,144.1,102616,6475,144.1,102616,15.85
2015,7,Butte                         ,13,Failure of Irrigation Supply,6,JUN,3,3,806.1,570837,7809,806.1,282121,36.13
2015,7,Butte                         ,13,Failure of Irrigation Supply,6,JUN,11,11,1199.44,676523.8,32829.8,1199.44,676523.8,20.61
2015,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,4,4,313.4,196166,13747,313.4,196166,14.27
2015,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,2,2,510.1,81287,1089,510.1,81287,74.64
2015,7,Butte                         ,13,Failure of Irrigation Supply,3,MAR,16,16,1638.6612,893428.2,43888.2,1638.6612,893428.2,20.36
2015,7,Butte                         ,13,Failure of Irrigation Supply,4,APR,2,2,85.18,52097.2,2551.6,85.18,52097.2,20.42
2015,7,Butte                         ,13,Failure of Irrigation Supply,6,JUN,2,2,82.9,59272,805,82.9,59272,73.63
2015,7,Butte                         ,14,Failure of Irrigation Equipment,2,FEB,1,1,336.5,207463,9288,336.5,207463,22.34
2015,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,93,31077,1170,93,31077,26.56
2015,7,Butte                         ,71,Insects,10,OCT,2,2,145.8,189175,9942,145.8,188777,18.99
2015,7,Butte                         ,71,Insects,7,JUL,1,1,42,24017,851,42,23958,28.15
2015,11,Colusa                        ,12,Heat,6,JUN,1,1,240,220013,5707,240,22157,3.88
2015,11,Colusa                        ,12,Heat,2,FEB,1,1,27.8,16195,1120,27.8,16195,14.46
2015,11,Colusa                        ,13,Failure of Irrigation Supply,6,JUN,27,27,4775.6882,2778853,175848,4775.6882,2778853,15.8
2015,11,Colusa                        ,13,Failure of Irrigation Supply,7,JUL,5,5,394.49,362403.45,9414.3,394.49,48156.95,5.12
2015,11,Colusa                        ,13,Failure of Irrigation Supply,6,JUN,3,3,260.35,119850,6052,260.35,119850,19.8
2015,11,Colusa                        ,13,Failure of Irrigation Supply,1,JAN,2,2,520.9312,252237,19559,520.9312,252237,12.9
2015,11,Colusa                        ,13,Failure of Irrigation Supply,1,JAN,6,6,199.4821,111591,6080,199.4821,111591,18.35
2015,11,Colusa                        ,13,Failure of Irrigation Supply,2,FEB,4,4,264.8,170052.8,12629.6,264.8,170052.8,13.46
2015,11,Colusa                        ,13,Failure of Irrigation Supply,5,MAY,1,1,6.2271,3141,109,6.2271,3141,28.82
2015,11,Colusa                        ,13,Failure of Irrigation Supply,5,MAY,1,1,97.4,90362,2098,97.4,22575,10.76
2015,11,Colusa                        ,13,Failure of Irrigation Supply,4,APR,1,1,0.0384,11,1,0.0384,11,11
2015,11,Colusa                        ,13,Failure of Irrigation Supply,4,APR,1,1,64,40231,2128,64,40231,18.91
2015,11,Colusa                        ,13,Failure of Irrigation Supply,7,JUL,2,2,132,77952,4290,132,77952,18.17
2015,11,Colusa                        ,13,Failure of Irrigation Supply,4,APR,1,1,19,20169.2,1468.4,19,20169.2,13.74
2015,11,Colusa                        ,13,Failure of Irrigation Supply,3,MAR,5,5,412.7,255841,15864,412.7,255841,16.13
2015,11,Colusa                        ,13,Failure of Irrigation Supply,6,JUN,1,1,85.47,85824.75,2394.7,85.47,11652.85,4.87
2015,11,Colusa                        ,13,Failure of Irrigation Supply,2,FEB,7,7,323.362,154285,10191,323.362,154285,15.14
2015,11,Colusa                        ,13,Failure of Irrigation Supply,5,MAY,1,1,32.8,16290,1248,32.8,16290,13.05
2015,11,Colusa                        ,13,Failure of Irrigation Supply,2,FEB,133,133,15654.7054,9177519,560091,15654.7054,9177519,16.39
2015,11,Colusa                        ,13,Failure of Irrigation Supply,5,MAY,9,9,485.0886,279356,16512,485.0886,279356,16.92
2015,11,Colusa                        ,13,Failure of Irrigation Supply,2,FEB,1,1,65.6,40583,3081,65.6,40583,13.17
2015,11,Colusa                        ,13,Failure of Irrigation Supply,6,JUN,1,1,19.4,1788,32,19.4,1788,55.88
2015,11,Colusa                        ,62,Hot Wind,7,JUL,1,1,32.64,26594.8,796,32.64,2603.2,3.27
2015,11,Colusa                        ,99,"Other (Snow, Lightning, Etc.)",6,JUN,1,1,32,31901,895,32,-8990,-10.04
2015,19,Fresno                        ,13,Failure of Irrigation Supply,4,APR,2,2,335.4,117820,9581,335.4,117820,12.3
2015,19,Fresno                        ,13,Failure of Irrigation Supply,2,FEB,1,1,72,27637,3240,72,27637,8.53
2015,21,Glenn                         ,13,Failure of Irrigation Supply,2,FEB,4,4,291.95,182669,12272.1,291.95,182669,14.88
2015,21,Glenn                         ,13,Failure of Irrigation Supply,6,JUN,1,1,44.165,42560.925,1155,54.615,52631.7,45.57
2015,21,Glenn                         ,13,Failure of Irrigation Supply,4,APR,2,2,58.19,39162.5,1968.1,58.19,39162.5,19.9
2015,21,Glenn                         ,13,Failure of Irrigation Supply,3,MAR,1,1,52.9,22561,1144,52.9,22561,19.72
2015,21,Glenn                         ,13,Failure of Irrigation Supply,6,JUN,5,5,320.05,144444,8760,320.05,144444,16.49
2015,21,Glenn                         ,13,Failure of Irrigation Supply,6,JUN,8,8,473.25,279308,15954,473.25,279308,17.51
2015,21,Glenn                         ,13,Failure of Irrigation Supply,2,FEB,2,2,200,129830,8084,200,129830,16.06
2015,21,Glenn                         ,13,Failure of Irrigation Supply,2,FEB,2,2,97.1,13107,177,97.1,13107,74.05
2015,21,Glenn                         ,13,Failure of Irrigation Supply,2,FEB,6,6,254.575,113217,6656,254.575,113217,17.01
2015,21,Glenn                         ,13,Failure of Irrigation Supply,2,FEB,53,53,6242.4869,3570002,211895,6242.4869,3570002,16.85
2015,21,Glenn                         ,13,Failure of Irrigation Supply,5,MAY,2,2,214.8,119700,6629,214.8,119700,18.06
2015,21,Glenn                         ,13,Failure of Irrigation Supply,3,MAR,3,3,180.1,110101,6417,180.1,110101,17.16
2015,21,Glenn                         ,13,Failure of Irrigation Supply,6,JUN,1,1,44.165,42560.925,1155,33.715,14031.6,12.15
2015,21,Glenn                         ,13,Failure of Irrigation Supply,3,MAR,6,6,1119.76,674688.5,40289.8,1119.76,674688.5,16.75
2015,21,Glenn                         ,14,Failure of Irrigation Equipment,6,JUN,1,1,36.135,34822.575,945,44.685,43062.3,45.57
2015,21,Glenn                         ,14,Failure of Irrigation Equipment,2,FEB,1,1,134.6,21821,239,134.6,21821,91.3
2015,21,Glenn                         ,14,Failure of Irrigation Equipment,6,JUN,1,1,36.135,34822.575,945,27.585,11480.4,12.15
2015,35,Lassen                        ,21,Hail,6,JUN,1,1,95.4,84658,3414,95.4,78318,22.94
2015,35,Lassen                        ,21,Hail,7,JUL,2,2,123,121540,4889,123,15554,3.18
2015,47,Merced                        ,13,Failure of Irrigation Supply,2,FEB,1,1,185.4,96640,9810,185.4,96640,9.85
2015,47,Merced                        ,13,Failure of Irrigation Supply,3,MAR,2,2,599.6,280223,30141,599.6,280223,9.3
2015,47,Merced                        ,13,Failure of Irrigation Supply,3,MAR,3,3,890.85,492750,43677,890.85,492750,11.28
2015,49,Modoc                         ,13,Failure of Irrigation Supply,3,MAR,1,1,455.1,614385,187204.2,455.1,588304.8,3.14
2015,49,Modoc                         ,93,Wildlife,3,MAR,1,1,303.4,409590,124802.8,303.4,392203.2,3.14
2015,49,Modoc                         ,93,Wildlife,6,JUN,1,1,388.9,434012,112484,388.9,318177,2.83
2015,61,Placer                        ,12,Heat,7,JUL,2,2,279.9,277083,12945,279.9,65451,5.06
2015,61,Placer                        ,13,Failure of Irrigation Supply,6,JUN,1,1,78.7,40214,2034,78.7,40214,19.77
2015,61,Placer                        ,13,Failure of Irrigation Supply,2,FEB,1,1,127.6,51537,3857,127.6,51537,13.36
2015,61,Placer                        ,13,Failure of Irrigation Supply,2,FEB,12,12,1308.015,756976,70008,1308.015,756976,10.81
2015,61,Placer                        ,13,Failure of Irrigation Supply,1,JAN,1,1,505.3,325915,35324,505.3,325915,9.23
2015,61,Placer                        ,13,Failure of Irrigation Supply,2,FEB,1,1,3.588,2063,196,3.588,2063,10.53
2015,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,89.425,48760,3107,89.425,48760,15.69
2015,77,San Joaquin                   ,13,Failure of Irrigation Supply,6,JUN,1,1,2.325,750,52,2.325,750,14.42
2015,77,San Joaquin                   ,13,Failure of Irrigation Supply,5,MAY,2,2,101.925,50615,3718,101.925,50615,13.61
2015,77,San Joaquin                   ,13,Failure of Irrigation Supply,5,MAY,1,1,39.975,11975,867,39.975,11975,13.81
2015,89,Shasta                        ,21,Hail,6,JUN,1,1,78.4,81709,1814,78.4,47232,26.04
2015,89,Shasta                        ,21,Hail,7,JUL,2,2,225,175167,5470,225,23571,4.31
2015,99,Stanislaus                    ,13,Failure of Irrigation Supply,5,MAY,1,1,22,6308,461,22,6308,13.68
2015,101,Sutter                        ,12,Heat,3,MAR,1,1,77,46403,3142,77,46403,14.77
2015,101,Sutter                        ,13,Failure of Irrigation Supply,4,APR,1,1,60.075,39678,2404.2,60.075,39678,16.5
2015,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,3,3,34.9229,5227,74,34.9229,5227,70.64
2015,101,Sutter                        ,13,Failure of Irrigation Supply,7,JUL,4,4,390.65,356859,11112,393.35,76193,6.86
2015,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,1,1,13.6,8116,503,13.6,8116,16.14
2015,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,133,133,18058.511,10312221,617788,18046.911,10306670,16.68
2015,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,1,1,78.525,38209,2975,78.525,38209,12.84
2015,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,1,1,102.5,59991,4744,102.5,59991,12.65
2015,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,15,15,4485.933,2631832,175040.8,4485.933,2631832,15.04
2015,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,1,1,137.5,62002,4771,139.275,62003,13
2015,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,5,5,656.4,408035,26486,656.4,408035,15.41
2015,101,Sutter                        ,13,Failure of Irrigation Supply,6,JUN,26,26,4130.065,2403236,157849,4130.065,2403236,15.22
2015,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,10,10,1057.58,407705,23009,1057.58,407705,17.72
2015,101,Sutter                        ,13,Failure of Irrigation Supply,5,MAY,1,1,1228.5,724969,39892,1228.5,724969,18.17
2015,101,Sutter                        ,13,Failure of Irrigation Supply,4,APR,1,1,340.3,200676,11054,340.3,200676,18.15
2015,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,59.2,35802,2438,59.2,35802,14.68
2015,101,Sutter                        ,61,Wind/Excess Wind,6,JUN,1,1,148.4,145811,4640,148.4,4208,0.91
2015,101,Sutter                        ,61,Wind/Excess Wind,5,MAY,1,1,260.2,300138,10970,260.2,31377,2.86
2015,101,Sutter                        ,93,Wildlife,8,AUG,1,1,239.9,265927,9851,239.9,75826,7.7
2015,101,Sutter                        ,99,"Other (Snow, Lightning, Etc.)",8,AUG,1,1,97.4,104040,3958,97.4,16890,4.27
2015,103,Tehama                        ,13,Failure of Irrigation Supply,2,FEB,1,1,89.1,76688,6019,89.1,76688,12.74
2015,103,Tehama                        ,13,Failure of Irrigation Supply,2,FEB,1,1,95,50640,4290,95,50640,11.8
2015,113,Yolo                          ,11,Drought,7,JUL,1,1,293.4,237643,37125,293.4,132506,3.57
2015,113,Yolo                          ,12,Heat,7,JUL,2,2,83,89148,6827,83,21741,3.18
2015,113,Yolo                          ,13,Failure of Irrigation Supply,3,MAR,2,2,466.7,274912,45571,466.7,274912,6.03
2015,113,Yolo                          ,13,Failure of Irrigation Supply,3,MAR,1,1,205.5,91540,26003,205.5,91540,3.52
2015,113,Yolo                          ,13,Failure of Irrigation Supply,7,JUL,1,1,201.3,218428,28071,201.3,166607,5.94
2015,113,Yolo                          ,13,Failure of Irrigation Supply,2,FEB,11,11,1378.3,715239,110079,1378.3,715239,6.5
2015,113,Yolo                          ,13,Failure of Irrigation Supply,6,JUN,24,24,8879.187,4673477,740252,8879.187,4673477,6.31
2015,113,Yolo                          ,14,Failure of Irrigation Equipment,6,JUN,1,1,360.7,175761,26317,360.7,175761,6.68
2015,113,Yolo                          ,14,Failure of Irrigation Equipment,7,JUL,1,1,81.95,51044.5,4972,85.9,-4298,-0.86
2015,113,Yolo                          ,14,Failure of Irrigation Equipment,7,JUL,1,1,81.95,51044.5,4972,78,43804,8.81
2015,113,Yolo                          ,55,ARPI/SCO/STAX Crops Only,5,MAY,1,1,0,2796,78,0,2796,35.85
2015,113,Yolo                          ,55,ARPI/SCO/STAX Crops Only,5,MAY,2,2,0,3602,101,0,3602,35.66
2015,113,Yolo                          ,93,Wildlife,3,MAR,1,1,77.2,87697,6470,77.2,87279,13.49
2015,115,Yuba                          ,13,Failure of Irrigation Supply,2,FEB,4,4,88.1,46842,2690,88.1,46842,17.41
2016,7,Butte                         ,1,Decline in Price,10,OCT,5,5,2366.949,3051644.12,150258.58,2366.949,151183.9,1.01
2016,7,Butte                         ,1,Decline in Price,11,NOV,3,3,340.075,455342,31923,340.075,11348,0.36
2016,7,Butte                         ,1,Decline in Price,11,NOV,15,15,5743.9814,7818632,438675,5743.9814,408025,0.93
2016,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,10,OCT,2,2,49.984125,58780.32,3758.67,49.984125,12725.78,3.39
2016,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,928.251,1014332.88,31539.42,928.251,57788.1,1.83
2016,7,Butte                         ,55,ARPI/SCO/STAX/MP Crops Only,4,APR,1,1,0,1821771,28419,802.4,27898,0.98
2016,7,Butte                         ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,80,80,0,2834425,312963,0,134010,0.43
2016,7,Butte                         ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,3,3,0,5178,1295,0,1620,1.25
2016,7,Butte                         ,61,Wind/Excess Wind,6,JUN,2,2,288.253375,341516.68,27732.33,288.253375,238627.22,8.6
2016,7,Butte                         ,61,Wind/Excess Wind,6,JUN,1,1,42,22405,975,42,18406,18.88
2016,11,Colusa                        ,1,Decline in Price,10,OCT,1,1,1052.772,1528653,89284,1052.772,53572,0.6
2016,11,Colusa                        ,1,Decline in Price,11,NOV,1,1,96.5,122887,7984,96.5,531,0.07
2016,11,Colusa                        ,12,Heat,7,JUL,1,1,519.9,626752,21860,519.9,15691,0.72
2016,11,Colusa                        ,13,Failure of Irrigation Supply,2,FEB,1,1,125.9,64744,3530,125.9,64744,18.34
2016,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,625.5,978410,51728,625.5,120374,2.33
2016,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,72,70943,2733,72,9851,3.6
2016,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,2,2,137.2,82154,5765,137.2,82154,14.25
2016,19,Fresno                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,72,30748,4323,72,30748,7.11
2016,21,Glenn                         ,1,Decline in Price,10,OCT,4,4,972.25,1335612,73826,972.25,42871,0.58
2016,21,Glenn                         ,1,Decline in Price,11,NOV,2,2,869.206,1162966,60216,869.206,93573,1.55
2016,21,Glenn                         ,13,Failure of Irrigation Supply,2,FEB,1,1,19,9675,345,19,9675,28.04
2016,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,111.55,134237.5,5025,143.7,-54646,-10.87
2016,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,111.55,134237.5,5025,79.4,95549,19.01
2016,21,Glenn                         ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,15,15,0,344209,54198,0,240059,4.43
2016,21,Glenn                         ,61,Wind/Excess Wind,6,JUN,2,2,201.5,273660,18141,201.5,54336,3
2016,35,Lassen                        ,93,Wildlife,7,JUL,1,1,107.425,152618,15245,107.425,23010,1.51
2016,47,Merced                        ,13,Failure of Irrigation Supply,5,MAY,2,2,158.08,99926,9975,158.08,99926,10.02
2016,47,Merced                        ,93,Wildlife,6,JUN,1,1,129.4,139012,8106,50.7,3407,0.42
2016,47,Merced                        ,93,Wildlife,6,JUN,1,1,53.925,60182,3436,53.925,1908,0.56
2016,61,Placer                        ,12,Heat,8,AUG,1,1,97.16,131138,7718.8,97.16,65998.4,8.55
2016,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,145.74,196707,11578.2,145.74,98997.6,8.55
2016,67,Sacramento                    ,1,Decline in Price,10,OCT,2,2,418.95,597457,51113.86,420.91,58635.36,1.15
2016,67,Sacramento                    ,12,Heat,7,JUL,1,1,131.82,180270.6,15501.6,131.82,62838,4.05
2016,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,10,OCT,2,2,436.05,621843,53200.14,438.09,61028.64,1.15
2016,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,87.88,120180.4,10334.4,87.88,41892,4.05
2016,67,Sacramento                    ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,2,2,0,14344,3146,0,14344,4.56
2016,101,Sutter                        ,1,Decline in Price,10,OCT,9,9,1524.709,2059635.3,117588.06,1524.709,86614.22,0.74
2016,101,Sutter                        ,12,Heat,7,JUL,1,1,12,9900,143.1,9.48,5158.8,36.05
2016,101,Sutter                        ,12,Heat,7,JUL,4,4,497.4,519123,16171.1,499.92,61760,3.82
2016,101,Sutter                        ,12,Heat,6,JUN,2,2,342.3,442607,14785,342.3,120148,8.13
2016,101,Sutter                        ,12,Heat,6,JUN,2,2,154.5,78874,2334,154.5,10383,4.45
2016,101,Sutter                        ,12,Heat,8,AUG,2,2,201.2,233869.2,7826.8,201.2,21937.2,2.8
2016,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,6,6,1327.224,1790325.93,102823.65,1327.224,72702.54,0.71
2016,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,2,2,97.7,137014.8,5199.6,99.38,31200.8,6
2016,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,8,6600,95.4,6.32,3439.2,36.05
2016,101,Sutter                        ,51,Flood,10,OCT,1,1,56.742,77700.77,4371.29,56.742,870.24,0.2
2016,113,Yolo                          ,12,Heat,7,JUL,2,2,144.1,159539,15368,144.1,14687,0.96
2016,113,Yolo                          ,12,Heat,8,AUG,1,1,220.8,240409,24116,220.8,23363,0.97
2016,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,87.76,46929.2,7783.6,87.76,46929.2,6.03
2016,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,131.64,70393.8,11675.4,131.64,70393.8,6.03
2016,113,Yolo                          ,44,Cold Wet Weather,9,SEP,2,2,838.2,709143,76772,838.2,87721,1.14
2016,113,Yolo                          ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,1,1,0,1850,444,0,1850,4.17
2016,115,Yuba                          ,1,Decline in Price,11,NOV,1,1,577.5,681250,49736,592.7,29329,0.59
2016,115,Yuba                          ,1,Decline in Price,10,OCT,1,1,157.6,155657,6704,157.6,30269,4.52
2016,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,101,123374,5027,101,123154,24.5
2016,115,Yuba                          ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,2,2,0,26959,3950,0,6148,1.56
2017,7,Butte                         ,13,Failure of Irrigation Supply,4,APR,1,1,53.082,34332,1760,53.082,34332,19.51
2017,7,Butte                         ,15,Inability to Prepare Land for Irrigation,4,APR,1,1,217.84,154001.6,9983.6,217.84,154001.6,15.43
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,2,FEB,15,15,1135.48269,760889.7,38725.5,1135.48269,760889.7,19.65
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,117.9,69579,3123.9,117.9,69579,22.27
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,324.4,216562,34073,324.4,216562,6.36
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,260.8,141279.6,5920,260.8,141279.6,23.86
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,4,APR,81,81,10845.05212,7077140.4,343460.4,10845.05212,7077140.4,20.61
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,155.4,72761.4,2632.2,155.4,72761.4,27.64
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,3,MAR,32,32,3335.9178,1942485.6,80607,3335.9178,1942485.6,24.1
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,1,JAN,9,9,343.71903,237682.8,19483.2,343.71903,237682.8,12.2
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,2,FEB,10,10,410.18403,280729.2,22502.1,476.64903,323775.6,14.39
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,117.9,69579,3123.9,117.9,69579,22.27
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,1,JAN,15,15,1135.48269,760889.7,38725.5,1135.48269,760889.7,19.65
2017,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,4,APR,24,24,2186.20204,1534115.6,124962.8,2186.20204,1534115.6,12.28
2017,11,Colusa                        ,12,Heat,8,AUG,1,1,212,277051,13029,212,7005,0.54
